source_inventory_id,redacted_source_path,programme,functional_area,sensitivity,duplicate_group_id,proposed_drive_folder,canonical_resource_type,target_canonical_asset_id,target_file_type,owner_role,website_section,consolidation_action,notes
SRC-000078,Journey - Paul/Journey 2026/.DS_Store,Unknown,Other,internal-source,,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Drive file reference,Oversight Lead,Library,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000079,Journey - Paul/Journey 2026/Equipment Inventory.xlsx,Unknown,Equipment,internal-source,,11 Logistics and Equipment,Equipment Template Set,CAN-EQUIPMENT-TEMPLATE-SET,Google Sheet,Logistics Lead,Operations,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000080,Journey - Paul/Journey 2026/Journey - Boys/1. Planning and Onboarding/Equipment sheet.xlsx,Boys,Equipment,internal-source,,11 Logistics and Equipment,Equipment Template Set,CAN-EQUIPMENT-TEMPLATE-SET,Google Sheet,Logistics Lead,Operations,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000081,Journey - Paul/Journey 2026/Journey - Boys/1. Planning and Onboarding/Journey Roles.pptx,Boys,Roles,internal-source,DUP-6C4EA06C75,03 Governance and Roles,Role Descriptions And RACI,CAN-ROLE-DESCRIPTIONS-AND-RACI,Google Slides or training page,Oversight Lead,Team,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000082,Journey - Paul/Journey 2026/Journey - Boys/1. Planning and Onboarding/TJ26-1 Information Session.pptx,Boys,Weekly sessions,internal-source,DUP-001E6F9CF1,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000083,REDACTED-SENSITIVE-SOURCE/SRC-000083.docx,Boys,Onboarding,restricted-source,DUP-BECFFA26E8,05 Participant Onboarding,Participant Onboarding Pack,CAN-PARTICIPANT-ONBOARDING-PACK,Private review packet,Administration Lead,Start,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000084,REDACTED-SENSITIVE-SOURCE/SRC-000084.xlsx,Boys,Administration,restricted-source,DUP-45CD2A77A5,10 Administration,Administration Template Set,CAN-ADMINISTRATION-TEMPLATE-SET,Google Sheet private template,Administration Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000085,Journey - Paul/Journey 2026/Journey - Boys/2. Sessions/5. Dads Talk - Identity 2.pptx,Boys,Weekly sessions,internal-source,DUP-357DBF72F8,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000086,Journey - Paul/Journey 2026/Journey - Boys/2. Sessions/Dads Talk Workbook - April 2024.pdf,Historical,Weekly sessions,internal-source,DUP-90093BF46F,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000087,Journey - Paul/Journey 2026/Journey - Boys/2. Sessions/JOURNEY DTS PLAYBOOK.xlsx,Boys,Weekly sessions,internal-source,,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Sheet,Session Coordinator,Sessions,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000088,Journey - Paul/Journey 2026/Journey - Boys/2. Sessions/Mom Prep Video URLs.docx,Boys,Weekly sessions,internal-source,DUP-33A9D6B638,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000089,Journey - Paul/Journey 2026/Journey - Boys/2. Sessions/Mother Father Wounds Revealed and healed.pdf,Boys,Weekly sessions,internal-source,DUP-9E130908F6,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000090,Journey - Paul/Journey 2026/Journey - Boys/2. Sessions/Rewiring Homework for dads.docx,Boys,Weekly sessions,internal-source,DUP-B35FBC5045,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000091,Journey - Paul/Journey 2026/Journey - Boys/2. Sessions/TJ26-1 Boys ROP.pptx,Boys,Rite of passage,internal-source,DUP-D95C11E28C,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000092,Journey - Paul/Journey 2026/Journey - Boys/3. Kick-off Camp/TJ26-1 Camping List - Kick-off camp.xlsx,Boys,Kickoff camp,internal-source,DUP-996C4B2002,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Sheet,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000093,Journey - Paul/Journey 2026/Journey - Boys/3. Kick-off Camp/TJ26-1 Kick-off Camp - Activity - Father and Son questions.docx,Boys,Kickoff camp,internal-source,DUP-352280599B,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000094,REDACTED-SENSITIVE-SOURCE/SRC-000094.pptx,Boys,Kickoff camp,restricted-source,DUP-1CDB463189,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000095,Journey - Paul/Journey 2026/Journey - Boys/3. Kick-off Camp/TJ26-1 Kick-off program.docx,Boys,Kickoff camp,internal-source,DUP-6BC72838E9,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000096,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Compass Evening Info.pdf,Boys,Compass Evening,internal-source,DUP-3E3E5BF1BD,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000097,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Compass - Bearing Quick View.pdf,Boys,Compass Evening,internal-source,DUP-7CD46AADB4,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000098,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Compass Co-ordinate Set up - Quick View.pdf,Boys,Compass Evening,internal-source,DUP-7CD46AADB4,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000099,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Compass Evening - Set up View.pdf,Boys,Compass Evening,internal-source,DUP-AA16A5CE5C,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000100,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Compass Evening - Watcher View.pdf,Boys,Compass Evening,internal-source,DUP-008014A424,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000101,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Field Plan Route Example.PNG,Boys,Compass Evening,internal-source,DUP-DED995E295,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Drive file reference,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000102,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Field Plan.PNG,Boys,Compass Evening,internal-source,DUP-3C7929F658,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Drive file reference,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000103,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/Orienteering Co-Ordinate Master Sheet .xlsx,Boys,Compass Evening,internal-source,DUP-85403EBCE9,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Sheet,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000104,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/orienteering_bearings_table_magnetic_sorted.xlsx,Boys,Compass Evening,internal-source,,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Sheet,Logistics Lead,Events,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000105,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/Practical Set up - GPX Co-ordinates/The Journey 2026 - Sons & Dads.pdf,Boys,Compass Evening,internal-source,DUP-29CB485BE9,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000106,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/The Compass Challenge_Message to Dads and Boys.docx,Boys,Compass Evening,internal-source,DUP-A0169D5BC6,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000107,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/TJ26-1 Check List - Compass evening.xlsx,Boys,Compass Evening,internal-source,DUP-9665BAB107,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Sheet,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000108,Journey - Paul/Journey 2026/Journey - Boys/4. Compass Evening/TJ26-1 Compass Activity - Father and son questions.docx,Boys,Compass Evening,internal-source,DUP-31A003121C,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000109,REDACTED-SENSITIVE-SOURCE/SRC-000109.pptx,Boys,Compass Evening,restricted-source,DUP-4088B1EE99,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Private review packet,Logistics Lead,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000110,REDACTED-SENSITIVE-SOURCE/SRC-000110.pdf,Boys,Rite of passage,restricted-source,DUP-A4623236E2,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000111,REDACTED-SENSITIVE-SOURCE/SRC-000111.pdf,Boys,Rite of passage,restricted-source,DUP-AD1C94F297,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000112,REDACTED-SENSITIVE-SOURCE/SRC-000112.pdf,Boys,Rite of passage,restricted-source,DUP-E5A9865F3E,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Private review packet,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000113,Journey - Paul/Journey 2026/Journey - Boys/6. Rite of Passage/Hide/ROP Camp Program - South - 2026.docx,Boys,Rite of passage,internal-source,DUP-A38D70D385,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000114,Journey - Paul/Journey 2026/Journey - Boys/6. Rite of Passage/Hide/Template _ ROP (Weekend Program) _ 15 Dads.xlsx,Boys,Rite of passage,internal-source,,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet,Camp Director,Events,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000115,Journey - Paul/Journey 2026/Journey - Boys/6. Rite of Passage/Journey ROP Q&A Video.mp4,Boys,Rite of passage,internal-source,DUP-00ACD78972,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Approved media reference,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
